city,country,longitude,latitude,sqm,total_rooms,max_guests,has_wifi,has_pool,distance_to_center,distance_to_sea,typeOfRental,nombre_etoiles,rental_rent
Madrid,Spain,-3.720026311761885,40.42467821387614,127,4,8,0,1,5.86,14.4,DAILY,3,207883746379263680
Casablanca,Morocco,-7.582678663305293,33.60461082665105,176,6,11,1,1,1.72,3.15,DAILY,5,117315397874386320
Dubai,UAE,55.27820120024355,25.231075433822927,80,3,6,0,1,4.43,6.86,DAILY,4,332212252062429568
Paris,France,2.3809957028874753,48.80879771766356,123,4,10,0,1,14.22,1.05,DAILY,3,371758903484300416
Tangier,Morocco,-5.797211082279458,35.739929886289026,153,5,10,0,1,3.75,7.55,DAILY,2,65732582130811720
Valencia,Spain,-0.4014227448174419,39.515059135884385,29,1,4,0,0,9.08,7.83,DAILY,2,90628361559862032
Abu Dhabi,UAE,54.340375953751725,24.490300318673352,131,4,10,1,0,4.78,1.8,DAILY,5,396897699666740736
Dubai,UAE,55.28484240341426,25.23020600271735,153,4,7,1,0,4.81,5.17,DAILY,1,186961413984282496
Abu Dhabi,UAE,54.41146980807818,24.416262793316704,181,6,11,0,0,8.46,12.09,DAILY,3,326959749254987776
Tangier,Morocco,-5.847135211280855,35.71786783691206,193,6,11,1,1,3.05,16.09,DAILY,2,67688376923486632
Miami,USA,-80.21154264554903,25.716558712127334,129,3,5,0,0,1.58,12.08,DAILY,1,202834366824468736
Casablanca,Morocco,-7.6363799425376495,33.59522945035348,102,3,5,0,1,0.29,16.13,DAILY,3,62168185588945640
Nice,France,7.260910182919799,43.71323261492235,44,1,2,0,0,7.24,4.96,DAILY,1,69438761169101904
Dubai,UAE,55.2714980524139,25.182893828168126,175,5,10,0,1,7.17,7.9,DAILY,1,318409375673224000
Abu Dhabi,UAE,54.41420771482227,24.49034794326657,38,2,3,1,0,4.97,12.12,DAILY,3,179040335554763712
New York,USA,-74.02034132809496,40.669023345621746,142,5,10,1,0,5.44,0.16,DAILY,4,448308826996176320
Marrakech,Morocco,-7.965063818065005,31.642445490801933,175,5,9,0,1,3.45,4.47,DAILY,5,102019330819972384
Paris,France,2.396782589944912,48.85619716738285,20,1,4,1,0,4.61,19.47,DAILY,4,203077286003108960
Barcelona,Spain,2.1546066456103468,41.353865139330495,49,1,3,0,0,2.84,3.68,DAILY,2,95472444313211504
Madrid,Spain,-3.6575277893899645,40.409223854526914,49,2,3,0,0,6.08,1.98,DAILY,4,157479511894138336
Barcelona,Spain,2.221640518452886,41.33533025425877,86,3,8,0,0,5.28,6.78,DAILY,2,124477736222652464
Rabat,Morocco,-6.861647796685393,34.005952209364835,107,4,9,1,1,6.12,14.16,DAILY,4,83426034126206224
Tangier,Morocco,-5.859744236432139,35.717557973756236,152,4,9,0,0,3.84,2.69,DAILY,4,65783907213817648
Rabat,Morocco,-6.846664220294695,33.97811344730247,151,5,9,0,0,12.06,5.0,DAILY,4,65034831994900152
Madrid,Spain,-3.6793769007966075,40.43925709516681,36,1,3,0,0,7.24,12.3,DAILY,5,150946179835927648
Los Angeles,USA,-118.20744672130698,34.070448933836595,22,1,3,1,0,6.91,1.21,DAILY,1,117365725001247568
Madrid,Spain,-3.733720346024182,40.4405692042603,199,5,10,0,0,5.93,4.27,DAILY,1,143286713324104640
Miami,USA,-80.1681273838144,25.726475442698582,187,6,14,0,0,11.11,1.78,DAILY,2,466331482261324736
Sevilla,Spain,-5.9598666293312546,37.426319932972426,23,1,3,1,0,14.7,18.8,DAILY,3,120890370578195024
Casablanca,Morocco,-7.605338692672814,33.56802103466477,52,2,6,1,1,3.92,6.09,DAILY,5,85450274281641104
Paris,France,2.3901074641671802,48.81543244795358,136,3,6,0,0,6.63,19.63,DAILY,1,155775916496220992
Abu Dhabi,UAE,54.35850602530485,24.478045683339722,64,2,6,1,0,11.81,5.91,DAILY,3,225221716669698880
Marseille,France,5.34838883368642,43.340728203173576,22,1,3,0,0,12.93,0.86,DAILY,1,71010850637231504
Abu Dhabi,UAE,54.36040032733108,24.49952466664755,183,6,14,0,1,11.21,8.77,DAILY,5,518309918325905920
Madrid,Spain,-3.7530741846281463,40.407282958282224,68,2,6,1,0,8.67,0.46,DAILY,4,187979595435503296
Casablanca,Morocco,-7.56312165087964,33.571660726549574,44,1,4,0,0,0.8,3.32,DAILY,2,33392652719101168
Paris,France,2.328757266189152,48.87998763436476,85,2,4,0,0,2.78,1.27,DAILY,2,183139042981897184
Rabat,Morocco,-6.798843733603939,34.01143171108871,182,6,12,0,0,12.53,8.52,DAILY,2,50201536169424616
New York,USA,-73.96293673750534,40.69480224554079,88,2,3,0,1,6.37,16.91,DAILY,1,197323813257532192
Marseille,France,5.419779710058992,43.2589006138053,69,1,2,1,1,11.63,5.24,DAILY,3,205189686443216960
Casablanca,Morocco,-7.551646357699998,33.591296852180406,111,4,9,0,1,14.75,13.86,DAILY,1,52832529971979896
Nice,France,7.283803791726865,43.71140717903964,119,3,7,0,0,0.6,8.1,DAILY,3,209518469267200160
Dubai,UAE,55.23232565188786,25.158701886479662,152,4,10,1,0,10.36,16.7,DAILY,2,248112986610236448
Paris,France,2.3138156146322286,48.897256458048844,193,6,14,0,0,13.75,11.41,DAILY,1,208195531785317824
Sevilla,Spain,-5.98860438244221,37.43161439326806,74,3,8,0,0,14.94,18.41,DAILY,1,89513773951803760
Los Angeles,USA,-118.20431330590712,34.08200378825044,199,5,11,1,1,8.72,7.28,DAILY,4,445333551124116416
Nice,France,7.249583915284175,43.67609761548314,17,1,1,1,0,3.92,14.96,DAILY,4,153183974534290880
Sevilla,Spain,-5.960911800850688,37.39102641001817,144,4,7,0,1,4.3,18.76,DAILY,2,180216830222147328
Barcelona,Spain,2.1870540242392367,41.37655715179105,24,1,3,1,0,7.57,19.92,DAILY,5,162256696205608576
Tangier,Morocco,-5.826826136708057,35.79817986683105,147,4,9,1,1,13.73,0.21,DAILY,1,66548230742237712
Casablanca,Morocco,-7.633016641908723,33.550634174238795,86,2,4,1,0,9.93,17.97,DAILY,5,66662414821212112
Los Angeles,USA,-118.28121314911888,34.02152594986914,135,4,7,1,1,6.54,13.86,DAILY,5,418552874870436288
Rabat,Morocco,-6.865258554979778,34.036784109878525,49,1,4,1,0,7.65,4.27,DAILY,5,63205376255671656
Marrakech,Morocco,-7.94289653311689,31.59572644532523,192,6,13,1,1,12.83,8.12,DAILY,1,64065091054573624
Tangier,Morocco,-5.861914205785354,35.751284845108586,20,1,2,0,0,5.23,11.58,DAILY,4,46557157037394976
Abu Dhabi,UAE,54.368653104679275,24.49633289709304,126,4,10,1,1,9.47,13.36,DAILY,3,378697261128357824
Rabat,Morocco,-6.846358254829006,34.066199825704814,95,3,5,0,1,14.27,1.04,DAILY,4,70413047217200944
Barcelona,Spain,2.158721475257762,41.35239366392967,71,2,5,1,0,11.25,15.47,DAILY,5,191409041222086304
Tangier,Morocco,-5.863953226005778,35.77400829066308,178,5,11,0,1,4.49,14.72,DAILY,4,93391605946362016
Chicago,USA,-87.64636653218606,41.86971165750161,183,5,9,1,1,4.95,0.17,DAILY,4,492194760518363968
Abu Dhabi,UAE,54.344544932607114,24.420418761165774,131,3,5,1,1,2.8,19.07,DAILY,3,304529862380311744
Marseille,France,5.3999258873068205,43.27886998685588,82,2,3,1,1,13.05,1.2,DAILY,5,291202290153205248
Madrid,Spain,-3.6620483586920747,40.43465021599726,27,1,2,1,0,0.71,17.4,DAILY,1,52816036393922424
Tangier,Morocco,-5.841691495656462,35.760085098927796,90,3,7,0,1,13.69,12.47,DAILY,4,78959713386663280
New York,USA,-74.04604517271211,40.7273971586109,46,2,4,1,0,3.69,6.34,DAILY,3,202305399854364544
Dubai,UAE,55.30959346468486,25.17348241392324,117,3,7,0,0,6.56,0.84,DAILY,5,410160467744635648
Dubai,UAE,55.30534225142929,25.190726196467054,137,3,7,1,0,3.1,2.13,DAILY,2,265631487810089152
Madrid,Spain,-3.752354277985707,40.465608944351196,112,4,9,1,1,0.23,4.37,DAILY,4,286597380159871840
Tangier,Morocco,-5.856769390466044,35.79658161366398,16,1,4,1,0,2.74,1.88,DAILY,2,40515737423484392
Nice,France,7.232381513882166,43.70965202721591,160,5,12,1,0,3.27,17.29,DAILY,5,329382744429150272
Dubai,UAE,55.25043445341748,25.204164121790456,31,1,2,1,0,9.07,18.06,DAILY,2,123841875391841872
Miami,USA,-80.14776116276883,25.767950920765802,108,4,10,0,1,6.53,3.96,DAILY,5,508593617466373184
Dubai,UAE,55.264417162847046,25.19274714473815,101,3,6,1,1,11.65,17.42,DAILY,2,294752564975254720
Abu Dhabi,UAE,54.373073676631506,24.453675056111443,105,4,9,0,0,7.42,9.38,DAILY,3,239983536328831616
Marseille,France,5.385699554796297,43.32637608813079,117,3,8,0,1,3.42,9.79,DAILY,2,206677251931980608
Valencia,Spain,-0.3326470351617918,39.4779434587461,184,6,14,0,1,4.96,13.1,DAILY,5,303580918809165632
Los Angeles,USA,-118.26348986426575,34.052833116906164,179,6,13,0,0,2.93,11.5,DAILY,5,484386937273349888
Barcelona,Spain,2.129745754355057,41.38495623605091,95,2,4,1,0,8.45,15.44,DAILY,1,92208192950049680
Lyon,France,4.8017848488247745,45.72599001238492,88,2,5,1,1,8.96,12.2,DAILY,2,177361608592732224
Rabat,Morocco,-6.887774258942033,34.02992161799626,80,2,6,0,1,4.44,7.56,DAILY,5,78178709556139792
Dubai,UAE,55.24287943617858,25.192992014250848,171,5,12,0,1,3.97,17.51,DAILY,3,427069957276812352
Chicago,USA,-87.61169834126382,41.8554268000168,158,4,8,1,0,10.72,2.09,DAILY,4,376216925665535936
Valencia,Spain,-0.39353900733721325,39.47636927214431,189,5,10,0,0,14.19,6.5,DAILY,4,195761080718503360
Tangier,Morocco,-5.834980977075261,35.762603636934806,194,6,13,1,1,4.52,19.51,DAILY,1,65159411040815584
Valencia,Spain,-0.33266990289164683,39.4727789977973,29,1,2,1,0,12.47,4.64,DAILY,3,115422362919510928
Abu Dhabi,UAE,54.347313895689275,24.4365809516708,165,4,10,0,1,5.2,3.27,DAILY,1,285656614851879584
Dubai,UAE,55.27228757995991,25.202294351098097,141,5,9,0,1,14.91,12.57,DAILY,1,253384479561835200
Nice,France,7.220800257327622,43.75798706927374,81,2,4,1,1,11.43,7.14,DAILY,4,282171919021505952
Rabat,Morocco,-6.809011961873416,33.99400883675029,182,6,12,0,1,7.27,8.91,DAILY,5,107169732735876240
Los Angeles,USA,-118.22863779166578,34.0325217187678,21,1,1,0,0,3.11,11.58,DAILY,2,107938555228530896
Abu Dhabi,UAE,54.40922441238582,24.462657751037064,74,3,8,1,0,1.19,17.78,DAILY,3,262150720638426432
Los Angeles,USA,-118.28503348160251,34.08801475697191,177,5,9,0,0,2.63,16.98,DAILY,4,435635208200395584
Marseille,France,5.348611305178818,43.32879882858647,112,4,7,0,0,0.62,14.57,DAILY,5,294898971552206400
Paris,France,2.354548158220657,48.8274148798892,126,4,10,1,0,2.05,5.8,DAILY,4,298740525563360512
Paris,France,2.358337329865721,48.87501186235936,113,4,9,0,0,6.58,17.47,DAILY,4,236681098725190592
Sevilla,Spain,-6.0167965331123,37.369211534073266,132,3,7,0,0,1.73,5.34,DAILY,2,123138482299320624
Chicago,USA,-87.58999378760403,41.89230116512055,80,3,7,0,0,2.54,16.55,DAILY,4,304089719775025792
Dubai,UAE,55.240007445117676,25.209548084071354,89,2,5,1,0,11.45,10.93,DAILY,3,212731347100581824
Los Angeles,USA,-118.24619392083657,34.08700010102312,133,3,7,1,0,11.71,19.27,DAILY,2,255988030364231968
Barcelona,Spain,2.210052622780326,41.43290256249633,157,5,10,0,1,0.2,14.7,DAILY,4,301776037106855744
Nice,France,7.212166775027874,43.7596031345065,132,3,7,1,0,7.06,11.95,DAILY,4,245415484655123616
Abu Dhabi,UAE,54.35744046432122,24.4683458413574,27,1,2,0,0,13.03,19.31,DAILY,2,111638331102961552
Valencia,Spain,-0.3312086546228301,39.4930808105803,18,1,4,1,0,0.86,14.56,DAILY,3,115187140704102704
Nice,France,7.3103881261100625,43.7028638986919,67,1,4,0,1,10.1,11.61,DAILY,3,225198617805779328
Sevilla,Spain,-5.938850930722382,37.359057407117724,67,1,4,1,0,2.73,3.12,DAILY,1,84680908090543440
Paris,France,2.340444131976124,48.83652914762475,169,5,10,1,1,14.84,17.1,DAILY,4,324737411278049920
Chicago,USA,-87.59159690041089,41.83773815461995,72,2,5,1,0,3.84,11.5,DAILY,2,173469355436340160
Dubai,UAE,55.24074706192713,25.18599516230561,133,3,5,1,1,8.18,0.67,DAILY,1,304479239194153088
Marseille,France,5.391161347646987,43.33316634620871,52,2,6,0,0,1.27,11.72,DAILY,5,259921715034804928
Madrid,Spain,-3.6539724756923215,40.43158971849287,188,5,9,1,1,10.46,11.3,DAILY,5,308931148272593664
Tangier,Morocco,-5.799098367850628,35.776514822804145,82,2,5,1,0,13.86,17.07,DAILY,2,37801885656193680
Paris,France,2.378985086821661,48.88663364564628,112,4,7,1,1,12.47,6.92,DAILY,3,257791184434455200
Marseille,France,5.350168323130446,43.32422333387787,79,3,6,0,0,13.21,6.13,DAILY,2,128579684888098368
Los Angeles,USA,-118.27776321456672,34.062497729928396,40,1,3,0,0,9.97,12.5,DAILY,1,90169352282472288
Los Angeles,USA,-118.24280034048354,34.01415944931569,88,2,4,0,1,8.01,6.77,DAILY,1,206049690625935360
Lyon,France,4.796755321085701,45.774426827303415,64,1,2,1,0,2.52,12.18,DAILY,4,196389713838807616
Marrakech,Morocco,-7.972562681523125,31.58367785644533,124,3,6,1,1,2.59,1.81,DAILY,3,87759304771281520
Dubai,UAE,55.230075378043615,25.250698768367805,95,3,6,0,0,7.42,10.43,DAILY,4,302404203768130176
Paris,France,2.317376039732212,48.878999187333385,116,4,7,1,0,12.91,16.76,DAILY,5,303673411269935744
Marseille,France,5.355560564753866,43.26057136774482,179,6,13,0,1,6.7,5.93,DAILY,4,317070460107762752
Sevilla,Spain,-5.999703477353011,37.39646804208443,165,5,10,0,1,10.72,9.01,DAILY,5,253057158346598592
Rabat,Morocco,-6.8760726295806025,33.98830483654136,147,5,9,1,0,4.2,1.78,DAILY,1,52922255112864440
Abu Dhabi,UAE,54.33255285023347,24.503855888069577,183,6,14,0,1,0.22,6.41,DAILY,5,530507661196294528
Lyon,France,4.799522258229124,45.72885972990219,66,2,3,1,0,2.02,4.89,DAILY,3,179742050824604224
Tangier,Morocco,-5.7929166996118475,35.75055485156979,134,3,8,1,0,3.91,6.26,DAILY,5,71345646797642800
Nice,France,7.2997461079984305,43.724855494641936,197,5,12,0,1,5.56,12.63,DAILY,1,256317656722775968
Valencia,Spain,-0.39852660740125806,39.46661855167224,185,5,12,0,1,5.02,10.4,DAILY,5,291434144309258432
Paris,France,2.370259727790925,48.84253422221666,105,3,8,0,1,0.34,13.26,DAILY,1,214664444999660704
Sevilla,Spain,-5.944934412894805,37.349433567207406,136,3,8,1,0,11.41,13.28,DAILY,5,227090118461018528
Casablanca,Morocco,-7.559468668820832,33.59446274513172,158,4,8,0,1,5.98,2.77,DAILY,3,78398680379278224
Lyon,France,4.878910244260851,45.761306038339995,17,1,4,0,0,7.34,17.3,DAILY,4,166514628588140576
Valencia,Spain,-0.3500632822915491,39.46656550971232,98,2,4,1,0,7.37,10.48,DAILY,3,143702870934160288
Rabat,Morocco,-6.842579301080542,34.0304369946677,77,3,7,1,0,12.39,16.83,DAILY,2,42588237269214544
Nice,France,7.226077871552642,43.69156430337388,82,3,6,1,1,7.83,18.82,DAILY,1,160685055030081792
Marrakech,Morocco,-8.022046519547025,31.60262221755054,104,3,8,1,0,12.92,6.11,DAILY,2,47633842138566568
Nice,France,7.24263316327353,43.68438326965734,140,5,9,0,0,2.37,5.07,DAILY,3,268110525794853728
Los Angeles,USA,-118.20479584189827,34.05641144932455,169,4,9,0,0,12.39,11.22,DAILY,3,328954212741785984
Miami,USA,-80.18760222389497,25.80741866683407,137,3,8,1,1,0.12,3.32,DAILY,3,432645702029381888
Paris,France,2.3058175180765597,48.88236652687636,113,3,5,1,1,4.87,1.21,DAILY,2,253434165813254080
Abu Dhabi,UAE,54.37624628471334,24.411483219867385,76,2,6,0,0,10.68,18.27,DAILY,3,222177941635137504
Barcelona,Spain,2.183630719322371,41.397428664338435,149,4,7,0,0,10.9,10.33,DAILY,4,203082484863283648
Chicago,USA,-87.64492168167672,41.86827347921153,36,1,4,1,0,6.22,3.87,DAILY,3,217182674400183456
Marrakech,Morocco,-7.959577522797867,31.627236617359305,132,4,10,1,1,3.31,12.65,DAILY,5,95088046388519024
New York,USA,-74.0244443631033,40.748040308173756,141,4,10,0,0,12.19,3.43,DAILY,2,320091507929932032
New York,USA,-73.96241711369741,40.745754712359776,175,6,11,0,1,4.05,2.14,DAILY,3,494193237259055360
Marseille,France,5.405024249672764,43.28178571804635,183,5,9,0,0,14.67,8.31,DAILY,5,312569380993580288
Rabat,Morocco,-6.816945327116338,33.97534134470872,85,2,6,1,1,2.91,12.56,DAILY,4,77949561603376352
New York,USA,-74.0089693719835,40.68080578494523,130,3,5,0,1,10.83,16.84,DAILY,4,356651730575484480
Valencia,Spain,-0.39799858069330035,39.49403260492806,183,5,12,1,1,14.66,14.87,DAILY,3,248537308403489152
Nice,France,7.255777321169767,43.71244019894172,90,2,6,1,0,8.0,12.7,DAILY,3,184041454340325792
New York,USA,-73.96005238244257,40.70560997702766,95,2,4,1,0,2.55,12.28,DAILY,2,209167286173304608
Abu Dhabi,UAE,54.32820809391975,24.45681370104793,20,1,2,1,0,14.09,16.47,DAILY,5,243050979766182080
Los Angeles,USA,-118.22222879307874,34.02049045158708,17,1,4,0,0,5.82,4.96,DAILY,3,195160796650624352
Tangier,Morocco,-5.789470232307917,35.795538589103856,77,2,6,1,0,6.76,19.8,DAILY,2,42568213670060736
Abu Dhabi,UAE,54.33454340092935,24.476531329442675,46,1,2,1,0,13.8,9.44,DAILY,5,240793204686601216
Dubai,UAE,55.28490358649847,25.173969086462215,122,3,7,0,0,14.01,15.07,DAILY,5,380008396468534592
Barcelona,Spain,2.207940691788918,41.34561016749793,200,5,11,0,1,1.14,18.98,DAILY,2,231819398465197376
Tangier,Morocco,-5.837293868068695,35.72003175393046,90,3,5,1,0,0.39,17.84,DAILY,1,34612082718818376
Los Angeles,USA,-118.27530922623214,34.04535503254493,98,3,7,0,1,0.81,15.88,DAILY,3,327178213088857792
Lyon,France,4.818090668109283,45.72623868297947,104,3,8,0,0,6.17,0.42,DAILY,5,274982400458255840
New York,USA,-74.00760187592957,40.717657221928334,56,1,4,0,0,0.88,4.55,DAILY,5,311765982883676224
Barcelona,Spain,2.218176741993456,41.39141428721872,164,4,7,0,0,0.57,5.72,DAILY,4,219616319442846880
Paris,France,2.3141338791546597,48.816218989806956,122,3,7,1,0,4.64,18.61,DAILY,2,201645438938015744
Barcelona,Spain,2.1505576377422955,41.34201302422834,17,1,4,0,0,0.52,19.2,DAILY,4,156179412399734560
Barcelona,Spain,2.211247340310449,41.3536118065852,140,5,9,1,1,9.29,5.02,DAILY,3,244304388443307264
Casablanca,Morocco,-7.602422799049412,33.61365149161105,193,5,12,1,1,5.5,5.7,DAILY,1,67719709448169632
Lyon,France,4.8021479791350945,45.74314636894295,34,1,2,1,0,10.91,10.0,DAILY,3,143403055678518800
Abu Dhabi,UAE,54.41527927435379,24.487473950981713,157,5,12,1,1,2.58,2.13,DAILY,4,470075300731306944
Casablanca,Morocco,-7.572402561185476,33.60704893875897,48,2,4,1,0,8.96,18.42,DAILY,1,21954676475677676
Miami,USA,-80.23848766483268,25.728732085539264,111,4,7,0,0,6.26,17.82,DAILY,2,232572697825178528
Madrid,Spain,-3.6565194402241104,40.455951366241116,60,1,2,0,1,8.94,0.19,DAILY,5,208334993251481760
Sevilla,Spain,-6.0330448471719285,37.34559949845853,122,4,10,0,0,10.68,10.46,DAILY,4,209302445691053760
Dubai,UAE,55.251861690494735,25.168659780157704,135,4,8,1,1,3.74,4.87,DAILY,3,352973157489724416
Barcelona,Spain,2.1703493874308943,41.370346130820884,20,1,1,0,0,11.65,15.3,DAILY,5,155196767212410208
Dubai,UAE,55.29723534686743,25.2223041275039,115,3,7,0,0,6.66,11.82,DAILY,4,278203471658712832
Marseille,France,5.414163821185603,43.302097588259535,57,2,3,1,1,10.83,7.92,DAILY,4,254236196387617184
Tangier,Morocco,-5.863198485522235,35.74534978203491,60,2,5,0,0,12.2,18.04,DAILY,1,22061378234015600
Sevilla,Spain,-5.980252226575915,37.41408953903267,186,5,9,1,0,10.09,17.26,DAILY,2,152410108480687680
Sevilla,Spain,-5.942815684207865,37.394037065123904,23,1,4,1,0,11.81,1.07,DAILY,3,119334556526877792
Valencia,Spain,-0.3487779834963357,39.44237044538464,82,3,6,1,0,6.9,13.74,DAILY,5,211013251558621920
Marrakech,Morocco,-7.9377806547805045,31.65406726680295,48,1,3,1,0,14.78,18.85,DAILY,1,19467878850340884
Tangier,Morocco,-5.818974690391794,35.72916037761569,82,3,7,0,0,13.45,18.13,DAILY,5,70590110203654664
Dubai,UAE,55.267501403989456,25.247131508272023,131,3,5,1,0,6.49,15.98,DAILY,4,319004794986390976
Abu Dhabi,UAE,54.3377394900947,24.407906671340015,200,6,11,1,0,9.03,8.72,DAILY,2,300354289798189056
Nice,France,7.2125487184424735,43.72967279983261,20,1,1,1,0,3.53,9.76,DAILY,4,149016299589117792
Abu Dhabi,UAE,54.38098182625229,24.437483174390234,94,3,5,1,1,2.39,2.17,DAILY,5,444295549093460544
Dubai,UAE,55.25065943079449,25.201062454710687,87,3,6,1,0,14.14,18.28,DAILY,4,305739586796924544
Casablanca,Morocco,-7.577511153533171,33.61231868877347,95,3,8,0,1,11.48,9.27,DAILY,1,43518384630820344
Miami,USA,-80.22094378544791,25.778802933654344,138,3,8,0,1,7.97,8.1,DAILY,2,307925538387284032
Madrid,Spain,-3.655551477477572,40.38445831147811,98,3,7,0,0,11.26,19.64,DAILY,5,205393024714080224
Marseille,France,5.371215317038243,43.25387681376411,129,4,8,1,1,7.09,10.52,DAILY,3,262366812411272288
Marseille,France,5.401072417608491,43.33225905094911,66,1,1,1,1,5.67,17.34,DAILY,1,118957191662990976
Tangier,Morocco,-5.8102993365081845,35.773848009746,64,2,5,0,1,5.11,0.43,DAILY,4,67767657674453936
Marseille,France,5.359478801482232,43.33207372929389,64,1,2,0,0,13.31,4.12,DAILY,5,228057835727584096
Sevilla,Spain,-5.949729404602111,37.38614592812227,63,2,6,1,0,14.01,0.85,DAILY,4,179509458929954720
Barcelona,Spain,2.1439012832045967,41.42393303820561,168,4,9,0,0,12.6,2.64,DAILY,4,216253461302427360
Sevilla,Spain,-5.97606148360114,37.40251143038698,197,6,14,0,1,6.24,13.29,DAILY,5,283176975118404352
Casablanca,Morocco,-7.580163534433101,33.537991424010315,68,1,3,1,1,7.1,13.19,DAILY,4,65131526707655336
Miami,USA,-80.20949359410733,25.725330465161587,82,2,3,0,0,11.81,19.79,DAILY,3,225222633213459904
Los Angeles,USA,-118.26208234620462,34.082682724864114,20,1,4,0,0,12.88,11.94,DAILY,4,207145251042614848
Lyon,France,4.844364332479523,45.793821641485955,89,3,5,0,0,13.95,19.41,DAILY,1,100875862617430640
Miami,USA,-80.2416860268302,25.76355216590597,26,1,2,1,0,6.11,9.68,DAILY,2,123662548239254960
Abu Dhabi,UAE,54.36883343423601,24.472624564892858,165,5,10,1,1,3.71,10.1,DAILY,5,481918273143649152
Abu Dhabi,UAE,54.41497952199263,24.478322422513564,184,5,10,1,1,2.74,15.89,DAILY,5,522221402330589888
Rabat,Morocco,-6.794907689548494,34.019527750665496,18,1,3,1,0,12.05,7.87,DAILY,2,28473498819158556
Marseille,France,5.37459599369153,43.32222523663411,52,1,3,0,1,8.24,15.76,DAILY,4,240787560593387328
Tangier,Morocco,-5.809574055814173,35.73960256125745,149,5,11,1,0,11.1,11.38,DAILY,3,60077472726630800
Valencia,Spain,-0.3447462276828429,39.46727938048816,105,4,7,0,1,1.88,0.13,DAILY,5,302526710034308992
